breakpoint,Really simple media queries in Sass
username,timestamp,url,sha,message
Snugug,2016-02-21 14:31:50,https://api.github.com/repos/at-import/breakpoint/git/commits/7f067e19f7ff4c3f1d4e2e061ffb6c14f29a84da,7f067e19f7ff4c3f1d4e2e061ffb6c14f29a84da,Add Bump Command
Snugug,2016-02-21 12:19:33,https://api.github.com/repos/at-import/breakpoint/git/commits/ba2ac9e8a32377411622c66166675dc78ed37a2f,ba2ac9e8a32377411622c66166675dc78ed37a2f,Add Bump
Snugug,2016-02-21 11:50:06,https://api.github.com/repos/at-import/breakpoint/git/commits/840f8bfb65b3f4c05c63b30ef5a6cb33bd4baf11,840f8bfb65b3f4c05c63b30ef5a6cb33bd4baf11,"Update respond-to documentation

Resolves #131"
Snugug,2016-02-21 11:40:16,https://api.github.com/repos/at-import/breakpoint/git/commits/0c9dd50929b38d62bce3ce5493a3500fc41baadc,0c9dd50929b38d62bce3ce5493a3500fc41baadc,"Add get-breakpoint function

Resolved #148"
Snugug,2016-02-21 11:19:48,https://api.github.com/repos/at-import/breakpoint/git/commits/221ac338bdc1b6c4ef0b5b45d3937986a02df7fc,221ac338bdc1b6c4ef0b5b45d3937986a02df7fc,"Merge branch '2.x.x' of github.com:Team-Sass/breakpoint into 2.x.x

* '2.x.x' of github.com:Team-Sass/breakpoint:
  Fix filenames for README & CHANGELOG in the gemspec.

# Please enter a commit message to explain why this merge is necessary,
# especially if it merges an updated upstream into a topic branch.
#
# Lines starting with '#' will be ignored, and an empty message aborts
# the commit."
Snugug,2016-02-21 11:19:26,https://api.github.com/repos/at-import/breakpoint/git/commits/c93a2dca53bf6cdda817b97e74a260e1c795f2de,c93a2dca53bf6cdda817b97e74a260e1c795f2de,"Add Eyeglass version

Resolves #157, #155, #152, #129"
Snugug,2016-02-21 11:09:47,https://api.github.com/repos/at-import/breakpoint/git/commits/4984359256c0183199a43a1f8811f0309ac7b98a,4984359256c0183199a43a1f8811f0309ac7b98a,"Merge pull request #149 from drkenneth/issue146-fix-bad-gemspec

Fix filenames for README & CHANGELOG in the gemspec."
Snugug,2016-02-21 11:09:04,https://api.github.com/repos/at-import/breakpoint/git/commits/1ecd811da9d1e3af55d2c9d906ed1265a1055b64,1ecd811da9d1e3af55d2c9d906ed1265a1055b64,"Merge branch 'patch-1' of git://github.com/JohnAlbin/breakpoint into JohnAlbin-patch-1

* 'patch-1' of git://github.com/JohnAlbin/breakpoint:
  Change bower name from compass-breakpoint. Fixes #143

# Conflicts:
#	bower.json"
Snugug,2016-02-21 11:07:25,https://api.github.com/repos/at-import/breakpoint/git/commits/20c7b830efec43520128b3e2fc31395030537665,20c7b830efec43520128b3e2fc31395030537665,"Merge pull request #139 from kkirsche/patch-1

Remove moot `version` property from bower.json"
Snugug,2016-02-21 11:07:08,https://api.github.com/repos/at-import/breakpoint/git/commits/3b35b928df74aed336bb032b674a81e002cd1aab,3b35b928df74aed336bb032b674a81e002cd1aab,"Merge pull request #115 from jdsteinbach/2.x.x

Check validity of both strings in two-string query"
drkenneth,2015-10-29 18:28:37,https://api.github.com/repos/at-import/breakpoint/git/commits/6a591dbfdf16f651d4b6d46192850ac38bd10743,6a591dbfdf16f651d4b6d46192850ac38bd10743,Fix filenames for README & CHANGELOG in the gemspec.
JohnAlbin,2015-10-29 07:34:10,https://api.github.com/repos/at-import/breakpoint/git/commits/96bd93fe7de6a8ca03a8afcf417ff560ad0705d9,96bd93fe7de6a8ca03a8afcf417ff560ad0705d9,Change bower name from compass-breakpoint. Fixes #143
kkirsche,2015-06-12 22:07:32,https://api.github.com/repos/at-import/breakpoint/git/commits/b8c052326108980c5cf0fe6a90088dd697f0e435,b8c052326108980c5cf0fe6a90088dd697f0e435,"Remove moot `version` property from bower.json

Per bower/bower.json-spec@a325da3

Also their maintainer says they probably won't ever use it: http://stackoverflow.com/questions/24844901/bowers-bower-json-file-version-property"
Snugug,2015-05-27 18:26:59,https://api.github.com/repos/at-import/breakpoint/git/commits/5baa6382a350f75d88444271e4a509eea0ced001,5baa6382a350f75d88444271e4a509eea0ced001,"Fix Eyeglass name problem

Version bump"
Snugug,2015-05-27 17:06:25,https://api.github.com/repos/at-import/breakpoint/git/commits/97c24a4fd4d77af1e335442d8686f78731093912,97c24a4fd4d77af1e335442d8686f78731093912,Breakpoint 2.6
Snugug,2015-05-27 17:04:57,https://api.github.com/repos/at-import/breakpoint/git/commits/9f48c9c25d207aaae0179d292ff17da26f599c1b,9f48c9c25d207aaae0179d292ff17da26f599c1b,Add Eyeglass Goodies
Snugug,2015-05-27 17:04:38,https://api.github.com/repos/at-import/breakpoint/git/commits/d29bb87beeeea6c200f3ae01ac533630e1b49f69,d29bb87beeeea6c200f3ae01ac533630e1b49f69,Date bump
Snugug,2015-05-27 16:56:39,https://api.github.com/repos/at-import/breakpoint/git/commits/dcb4f1d489dd20eba14f8d90be8595234517a716,dcb4f1d489dd20eba14f8d90be8595234517a716,Bump Bower version
